name,street,postcode,city,latitude,longitude,turnover,change in turnover,profit,operative profit,personnel
Arkkitehdit Kanerva Oy,Vuorineuvoksentie 4,00570,Helsinki,60.184974,24.998952,,,,,
Arkkitehdit Kirsi Korhonen ja Mika Penttinen Oy,Meritullintori 3 A,00170,Helsinki,60.1687642,24.9581168,965.0,"-2,1%",81.0,"10,6%",8.0
Arkkitehdit Korolainen & Heino Oy,Tinasepäntie 45,00620,Helsinki,60.22423620000001,24.9425228,,,,,
Arkkitehdit LSV Oy,Kuninkaankatu 21,33210,Tampere,62.8946505,27.6763494,919.0,"15,3%",25.0,"3,5%",9.0
Arkkitehdit Lehtonen Oy,Kalevankatu 18 D 1,00100,Helsinki,0.0,0.0,,,,,
Arkkitehdit Maija Niemelä ja Pentti Myllymäki,Murrontie 2 B,91800,Tyrnävä,60.811747200000006,23.591272500000002,,,,,
Arkkitehdit Mauno Huurre & Kari Vaara Oy,Petäjäniementie 17 B,88350,Kivesjärvi,63.1290955,28.328857899999996,12.0,"9,1%",-1.0,"-8,3%",0.0
Arkkitehdit Mustonen Oy,Vilhonvuorenkatu 11 B 10,00500,Helsinki,60.1866333,24.9664958,738.0,"5,9%",184.0,"16,1%",
Arkkitehdit OK Oy,Kirkkokatu 8,80110,Joensuu,61.86902735,28.87975755392744,330.0,"-30,2%",70.0,"26,7%",4.0
Arkkitehdit Osara Oy,Huvilakatu 4 A 1,00150,Helsinki,60.1553265,24.944070899999996,300.0,-31%,4.0,"1,3%",
Arkkitehdit Oy Janne Lehtipalo,Kansankatu 22,96200,Rovaniemi,61.69627355,27.274032106273907,,,22.0,"65,5%",
Arkkitehdit Oy Latva ja Vaara,Mariankatu 14 B 12,15110,Lahti,0.0,0.0,,,,,
Arkkitehdit Oy Vaara,Pakaantie 1,16300,Orimattila,60.661373,25.701853600000003,11.0,"-73,2%",2.0,"18,2%",
Arkkitehdit P. I. Oy,Fredrikinkatu 47 lh. 6,00100,Helsinki,0.0,0.0,,,,,
Arkkitehdit Paunila & Rautamäki Ky,Teijontie 99,25570,Teijo,60.254792599999995,22.966256,,,,,
Arkkitehdit Päivärinne Oy,Vattuniemenkuja 6 A 27,00210,Helsinki,0.0,0.0,,,,,
Arkkitehdit Q4 Oy,Sentnerikuja 3,00440,Helsinki,60.2277969,24.8789647,955.0,"2,1%",87.0,"11,6%",12.0
Arkkitehdit Sankari Osakeyhtiö,Pursimiehenkatu 27 lh. 2,00150,Helsinki,0.0,0.0,,,,,
Arkkitehdit Sarlin+Sopanen Oy,Pursimiehenkatu 26 C,00150,Helsinki,60.1605623,24.9411704,280.0,"1,8%",16.0,"6,9%",
Arkkitehdit Soini & Horto / Inter-Arch Oy,Mäntykalliontie 2 C,02270,Espoo,60.1626328,24.6883875,,,-2.0,,1.0
Arkkitehdit Stenman Oy,Killivuorenkatu 25 A,20900,Turku,60.4181348,22.2332339,14.0,"-33,3%",-5.0,"-31,3%",
Arkkitehdit a-live Osuuskunta,Menninkäisentie 5 C,02110,Espoo,60.17927915,24.810355515319014,183.0,"33,6%",10.0,6%,
Arkkitehdit m3 Oy,Kauppurienkatu 23,90100,Oulu,65.01094570000001,25.473292899999997,333.0,"-10,2%",3.0,"1,5%",
Arkkitehdit o2 Oy,Merituulentie 38 A 67,02200,Espoo,0.0,0.0,,,,,
Arkkitehdit von Boehm - Renell Oy,Kapteeninkatu 16 A 2,00140,Helsinki,60.1558968,24.9456889,1068.0,"27,9%",202.0,"23,7%",10.0
Arkkitehdit-Niiranen Oy,Lepolantie 92 A,00660,Helsinki,60.24020920000001,24.938537699999998,,,,,
Arkkitehti Antti Varkemaa,Hallainvuorentie 16 B 4,00920,Helsinki,60.228494999999995,25.0560493,,,,,
Arkkitehti Hannu Tylli,Kankaronkatu 2-4 E,45120,Kouvola,0.0,0.0,,,,,
Arkkitehti Heikki Toivanen,Nousialantie 1,59800,Kesälahti,61.809257900000006,29.0011317,,,,,
Arkkitehti Irene Hinttala,Koreankatu 2 B 15,00560,Helsinki,0.0,0.0,,,,,
Arkkitehti Johanna Brummer,Maakaari 5 C 6,00790,Helsinki,59.432275,24.758874399999996,,,,,
Arkkitehti Jukka Ollikainen,Limingantie 82,00560,Helsinki,64.9888784,25.4693913,,,,,
Arkkitehti Jussi Ukkonen,Toinen linja 9 B 33,00530,Helsinki,0.0,0.0,,,,,
Arkkitehti Olli Aalto,Lasaretinkuja 10,13130,Hämeenlinna,60.99227835,24.431050436962515,,,,,
Arkkitehti Oy Asmala,Länsipuisto 17,28100,Pori,61.48616460000001,21.7878998,,,125.0,,1.0
Arkkitehti Oy Jouko Poskiparta,Lastenkodinkuja 2,00180,Helsinki,60.166142,24.925008300000002,81.0,-10%,5.0,"8,6%",1.0
Arkkitehti Oy Reijo Lahtinen,Suomenlinna C 21,00190,Helsinki,60.1457064,24.9888603,22.0,"-47,6%",5.0,"22,7%",
Arkkitehti Seppo Mäntylä,Laivapojankatu 3 C,00180,Helsinki,60.160645499999994,24.919843,176.0,"50,4%",4.0,"2,8%",1.0
Arkkitehti Simo Kaarsalo,Petsamonkatu 14 A 16,33500,Tampere,61.500843599999996,23.7911604,,,,,
Arkkitehti TT,Vihurinkatu 11 A 3,33900,Tampere,61.473237899999994,23.7302767,,,,,
Arkkitehti Tanninen Orvokki,Koivukyläntie 46,01350,Vantaa,60.3140858,25.032012594050318,,,,,
Arkkitehti Tomi Laine,Sirkkalankatu 16a B 23,20500,Turku,0.0,0.0,,,,,
Arkkitehti Turkki Antero,Mustavaarantie 6,81235,Lehtoi,62.5936238,30.172023100000004,,,,,
Arkkitehti Valtonen,Luukkaanrinne 16-18 as. 7,53300,Lappeenranta,0.0,0.0,,,,,
Arkkitehti ja kynä Oy,Heinlammintie 48 B 1,15210,Lahti,61.003282299999995,25.7026568,,,1.0,,1.0
Arkkitehti- ja Rakennesuunnittelu Tarvainen Oy,Salmensillantie 47,41340,Laukaa,62.38307,25.9260677,,,-2.0,,0.0
Arkkitehti- ja Rakennuspalvelu TN Oy,Viipurintie 34 A 3,13210,Hämeenlinna,60.998416399999996,24.4757479,22.0,"-31,3%",0.0,0%,1.0
Arkkitehti- ja Suunnittelukonttori Liimatta & Kosola,Kauppatie 41,82900,Ilomantsi,65.36285050000001,27.0093577574497,,,,,
Arkkitehti- ja Ympäristösuunnittelu Hentilä & Lindborg Oy,Koskitie 54,90500,Oulu,60.653050199999996,23.1406187,274.0,"-5,8%",127.0,"61,3%",
Arkkitehti- ja insinööriosuuskunta Suhde,Tehtaankatu 4 B 6,00140,Helsinki,62.392223,25.656378600000004,1.0,,1.0,50%,0.0
Arkkitehti- ja insinööritoimisto Airi ja Keijo Kentala,Lakkimestarintie 4,61310,Panttila,62.6630397,22.4059505,,,,,
Arkkitehti- ja insinööritoimisto Motiivi Oy,Koulukatu 48,60100,Seinäjoki,65.00895679999999,25.4767439,,,113.0,,
Arkkitehti- ja konsulttitoimisto 2HPO,Valhallankuja 1 F 6,01200,Vantaa,0.0,0.0,,,,,
Arkkitehti- ja suunnittelutoimisto Martin Wolff,Eteläranta 8,28100,Pori,60.164601100000006,24.9524287,,,,,
Arkkitehti-Cadpalvelu Päivi Mäntylä,Vajamäki 10 F,33960,Pirkkala,61.4599782,23.6640712,,,,,
Arkkitehtiasema Oy,Karjakatu 12,90130,Oulu,60.57506085,27.19488175502048,23.0,"-28,1%",-16.0,"-69,6%",1.0
Arkkitehtiateljee Johan Pfeifer Oy,Linnankatu 16 D,06100,Porvoo,60.16624010000001,24.9675914,55.0,"61,8%",34.0,60%,
Arkkitehtidea,Tuomalantie 85,15340,Lahti,61.0090512,25.8356302,,,,,
Arkkitehtikaveri Oy,Hakakatu 9 B 16,90140,Oulu,0.0,0.0,,,,,
Arkkitehtikolmio Oy,Sammonkatu 19,33540,Tampere,60.87656189999999,26.718699550399013,,,,,
Arkkitehtikonttori Petri Pussinen Oy,Väinö Linnan aukio 15 6.krs,33210,Tampere,0.0,0.0,,,,,
Arkkitehtikonttori Ritva-Maija Saarinen,Villenkatu 22,18100,Heinola,50.787811600000005,5.964383799999999,,,,,
Arkkitehtikuutio Oy Kubkontor Ab,Runeberginkatu 34 A 3,06100,Porvoo,60.180478799999996,24.9243229,,,,,
Arkkitehtikuvat HELSINKI,Vihervarpusentie 12,00730,Helsinki,60.266898399999995,25.01135974161841,,,,,
Arkkitehtikuvio Oy,Halsuantie 2,00420,Helsinki,60.23722579999999,24.886979699999998,15.0,"-65,1%",12.0,40%,
Arkkitehtikuvio Oy Helsinki,Halsuantie 2,00420,Helsinki,60.23722579999999,24.886979699999998,340.0,"56,7%",44.0,"16,2%",3.0
Arkkitehtipaja Kynä ja Vasara,Santalahti,37200,Siuro,61.5057669,23.713831600000002,,,,,
Arkkitehtipalvelu Hilkka Ahola Ky,Poroelontie 3 D 4,96100,Rovaniemi,66.5056783,25.684752,,,,,
Arkkitehtipalvelu Korhonen Outi,Hiekkaranta 3,50130,Mikkeli,61.67352220000001,27.23912964078068,,,,,
Arkkitehtipalvelu Oy,Keskussairaalantie 2,40600,Jyväskylä,62.2346887,25.73067276465634,,,,,
Arkkitehtipalvelu Päivärinne SP,Rautellinkatu 9 C,15140,Lahti,60.984794900000004,25.6763513,,,,,
Arkkitehtipalvelu Säkkinen Esa,Lampintie 5,69300,Toholampi,63.774646999999995,24.2480068,,,,,
Arkkitehtiruutu Oy Tampere,Viinikankatu 47,33800,Tampere,61.48055585,23.783529717277702,1154.0,"9,5%",19.0,"3,4%",
Arkkitehtiryhmä Reino Koivula Oy,Taivalmäki 11,02200,Espoo,60.1684286,24.77268555,1715.0,"9,2%",90.0,"6,8%",15.0
Arkkitehtistudio 24,Kotisaarenkatu 3 H 74,00560,Helsinki,0.0,0.0,,,,,
Arkkitehtistudio Alli Perttunen,Lahnaruohontie 6 B 21,00200,Helsinki,0.0,0.0,,,,,
"Arkkitehtistudio E & M, Erkki Pitkäranta Ky",Sepänkatu 17 F,00150,Helsinki,61.6988,27.297424,,,,,
Arkkitehtistudio EMP Oy,Heikkilänsaarentie 41 d,90310,Oulu,64.9696065,25.625154300000002,,,5.0,"-8,3%",1.0
Arkkitehtistudio Kipinä,Sallinkatu 1 A 17,00250,Helsinki,0.0,0.0,,,,,
Arkkitehtistudio Tuomas Niemi Oy,Fransuntie 10,62200,Kauhava,63.1013797,23.037843300000002,84.0,-16%,-1.0,0%,1.0
Arkkitehtistudio Vuorinen Oy,Tyysterniemenranta 5,53920,Lappeenranta,61.0692787,28.155231699999998,89.0,"-16,2%",0.0,"3,4%",
Arkkitehtistudio m10,Eläintarhantie 18,00530,Helsinki,60.1831584,24.939277530891093,,,,,
Arkkitehtisuunnittelu Adalbert Aapola,Paciuksenkaari 19 työtila 1,00270,Helsinki,0.0,0.0,,,,,
Arkkitehtisuunnittelu Anniina Savisalo Tmi,Läntinen Pitkäkatu 15 D 14,20100,Turku,0.0,0.0,,,,,
Arkkitehtisuunnittelu Grete Laukkanen,Juutinraumankatu 9 B 45,00220,Helsinki,0.0,0.0,,,,,
Arkkitehtisuunnittelu HETK,Tilhirinne 12,90420,Oulu,64.96363000000001,25.5647259,,,,,
Arkkitehtisuunnittelu Hannu Vaisto,Sillankorvantie 23 A,21380,Aura,64.9706716,25.596196,,,,,
Arkkitehtisuunnittelu Hiilivirta Oy,Hallituskatu 16 A 23,96100,Rovaniemi,0.0,0.0,,,,,
Arkkitehtisuunnittelu Katja Jämsä,Haapaniemenkatu 29 A 29,70110,Kuopio,60.1814049,24.9576326,,,,,
Arkkitehtisuunnittelu Kemppinen Petri Oy,Kasarmikatu 22 as 1,53900,Lappeenranta,60.1665365,24.947703399999998,143.0,"83,3%",2.0,"1,4%",
Arkkitehtisuunnittelu Matti Tölö Oy,Ulvilantie 16 C,00350,Helsinki,61.4641379,21.828989899999996,8.0,"-27,3%",3.0,30%,
Arkkitehtisuunnittelu Mika Lang,Kanervatie 7,18200,Heinola,60.26691835,25.02917609280857,,,,,
Arkkitehtisuunnittelu Mikko Uotila Oy,Pätsiniementie 1,37800,Akaa,61.175576899999996,23.846889800000003,909.0,"32,5%",182.0,"25,5%",8.0
Arkkitehtisuunnittelu Myart Oy,Keskustie 22 A 4,40100,Jyväskylä,0.0,0.0,,,,,
Arkkitehtisuunnittelu Nieminen Oy,Ruorimiehentie 13,00850,Helsinki,60.16457495,25.05861823641305,4.0,0%,0.0,0%,
Arkkitehtisuunnittelu Niskanen Oy,Savarinväylä 2,84100,Ylivieska,64.06345060000001,24.548499600000003,465.0,"-2,9%",110.0,"6,8%",
Arkkitehtisuunnittelu Oy,Ruomelantie 12 D,02210,Espoo,60.17491410000001,24.7363814,23.0,15%,0.0,0%,1.0
Arkkitehtisuunnittelu Pakkanen Oy,Halmeniementie 311,52850,Halmeniemi,62.9181626,27.145181400000002,71.0,"47,9%",1.0,"1,4%",
Arkkitehtisuunnittelu Pauli Lindström Oy,Kellotapulintie 8,15560,Nastola,60.94908960000001,25.9290208,,,,,
Arkkitehtisuunnittelu Pekka Pekkala,Välimerenkatu 24 A 11,00220,Helsinki,0.0,0.0,,,,,
Arkkitehtisuunnittelu Rakennusmiljöö Oy,Ruiskukantie 5,00950,Helsinki,60.21934805,25.09595264089211,46.0,"-39,5%",-17.0,"-41,3%",
Arkkitehtisuunnittelu Rukko,Oravannahkatori 1,02120,Espoo,60.17564045,24.79240887677539,9.0,125%,2.0,"22,2%",0.0
Arkkitehtisuunnittelu Siilin Ra-toimisto Oy,Kasurilantie 6 A 4,71800,Siilinjärvi,63.07522170000001,27.6595947,70.0,"29,6%",3.0,"8,6%",
Arkkitehtisuunnittelu Tamminen,Uudensillantie 26 D 19,04130,Sipoo,0.0,0.0,,,,,
Arkkitehtisuunnittelu Tikkanen Jukka Oy,Schaumanin puistotie 1,40100,Jyväskylä,62.24378805,25.763163642459308,156.0,"-16,1%",-43.0,"-9,7%",2.0
Arkkitehtitoimi Leino Oy,Piispankatu 6,20500,Turku,60.45590735,22.280626443446213,292.0,"-2,3%",19.0,"7,2%",3.0
Arkkitehtitoiminta A4,Yrjänäisenranta 10,90650,Oulu,65.02171650000001,25.5289453,,,,,
Arkkitehtitoimisto 4P Oy,Meri-Haarlantie 27,20900,Turku,60.38525265,22.2192004,,,-2.0,,0.0
Arkkitehtitoimisto A-Studio Oy,Iinatintie 15,90240,Oulu,64.9679274,25.5860711,96.0,"-17,2%",-59.0,"-56,3%",
Arkkitehtitoimisto A1 Arkkitehdit Oy,Laiturikatu 2,15140,Lahti,63.18489350000001,22.843241100000004,891.0,"-2,9%",18.0,"2,5%",8.0
Arkkitehtitoimisto AHO Oy,Sturenkatu 37-41 E 43,00550,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto AJK Oy Arkkitehtuuri-järjestelmät-kaavoitus,Äijäntie 20,33470,Ylöjärvi,60.7605432,26.800707399999997,,,0.0,,
Arkkitehtitoimisto ALW-ark Oy,Kirkkopuistikko 22 A 10,65100,Vaasa,0.0,0.0,,,,,
Arkkitehtitoimisto ARK Helsinki Oy,Tehtaankatu 27-29 A,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto ARX Oy,Pursimiehenkatu 29 D 410,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto AWA - Anneli Vehkaniemi,Salmentakasentie 308,42850,Pohjaslahti,65.5906164,27.651836699999997,,,,,
Arkkitehtitoimisto Aalto Markku Oy,Puuskaniementie 1,00850,Helsinki,60.1651167,25.07606280136789,1.0,"-92,9%",2.0,"28,6%",
Arkkitehtitoimisto Aaro Söderlund Oy,Lahdentie 7 B,21660,Nauvo,60.8769625,26.6672559,80.0,"-20,8%",-8.0,-10%,2.0
Arkkitehtitoimisto Aaron Rantala Oy,Keskuskatu 17 A 5,60100,Seinäjoki,0.0,0.0,,,,,
Arkkitehtitoimisto Aatos,Koelaitoksenkatu 2 A 36,33180,Tampere,0.0,0.0,,,,,
Arkkitehtitoimisto Adarte Design,Aurinkotuulenkatu 19 A 20,00990,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Ahlman Stefan,Kalevagatan 18 C,00100,Helsingfors,60.16369649999999,24.9276121,,,,,
Arkkitehtitoimisto Ahonen & Kangasvieri Oy,Finlaysoninkuja 9,33210,Tampere,61.502081499999996,23.7588401,617.0,,20.0,"5,7%",7.0
Arkkitehtitoimisto AiA,Månvikintie 34 B,02480,Kirkkonummi,60.03687729999999,24.4942456,,,,,
Arkkitehtitoimisto Aija Paakkala,Välskärinkatu 7 A,00260,Helsinki,60.425744900000005,22.309793399999997,,,,,
Arkkitehtitoimisto Aina Oy,Untamontie 15 F 47,00610,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Aitio,Katajatie 65 as 29,36200,Kangasala,0.0,0.0,,,,,
Arkkitehtitoimisto Ajak Oy,Paciuksenkaari 19 työtila 1,00270,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Aki Korhonen Oy,Teknologiantie 1 A 201,90590,Oulu,60.3052851,25.5082475,73.0,"-3,9%",-8.0,"-9,6%",1.0
Arkkitehtitoimisto Akkuna,Alikyläntie 14,36600,Pälkäne,60.40426329999999,23.905841100000004,,,,,
Arkkitehtitoimisto Amberla,Isokaari 3,00200,Helsinki,62.5861125,23.60118495,,,,,
Arkkitehtitoimisto Ami Oja Tmi,Bulevardi 44,00180,Helsinki,60.161864,24.9314657,,,,,
Arkkitehtitoimisto Anna-Liisa Nisu,Väinö Auerin katu 7 D,00560,Helsinki,60.208715100000006,24.967332,,,,,
Arkkitehtitoimisto Anna-Maija Kaihari Ky,Välisalonkuja 9,33400,Tampere,61.527455,23.669718399999997,,,,,
Arkkitehtitoimisto Antti Iskala Oy,Alppitie 12,02700,Kauniainen,65.0346199,25.460129300000002,,,,,
Arkkitehtitoimisto Antti Pihkala,Kaarikatu 8 B 123,20760,Piispanristi,0.0,0.0,,,,,
Arkkitehtitoimisto Antti Talvitie,Kauppakatu 7,60100,Seinäjoki,62.8924239,27.692280100000005,,,,,
Arkkitehtitoimisto Antti Vainio,Siuntionkatu 2 A 8,00510,Helsinki,60.2398892,24.0857601,,,,,
Arkkitehtitoimisto Aragon Oy,Rantatie 11 c/o VeroTarja,31900,Punkalaidun,0.0,0.0,,,,,
Arkkitehtitoimisto Arcare Oy,Sibeliuksenkatu 5 C,13100,Hämeenlinna,60.180401399999994,24.9158129,191.0,"23,2%",32.0,"17,8%",3.0
Arkkitehtitoimisto Ark Tao Lauronen Harri,Pihkaniityntie 9,04230,Kerava,60.4164774,25.108969242459608,,,,,
Arkkitehtitoimisto Ark'idea Oy,Kaivokatu 5 F2-43,2.,"krs, 53100 Lappeenranta",0.0,0.0,,,,,
Arkkitehtitoimisto Ark'idea Oy Helsinki,Leppäsuonkatu 9 C,00100,Helsinki,60.1692906,24.9245397,325.0,,24.0,"9,5%",2.0
Arkkitehtitoimisto Ark-Kantonen Oy,Sepänkatu 14 A,40720,Jyväskylä,60.1589548,24.939141,,,,,
Arkkitehtitoimisto Ark-Zone Oy,Ilmarinkatu 41 A 10,33500,Tampere,0.0,0.0,,,,,
Arkkitehtitoimisto Arkantti Oy,Muurahaisentie 20,02770,Espoo,60.2132625,24.62474195528449,,,3.0,,
Arkkitehtitoimisto Arkas Oy,Pappilankatu 43,05800,Hyvinkää,63.0810703,21.7157118,,,,,
Arkkitehtitoimisto Arkkigraf Oy,Annankatu 2,00120,Helsinki,60.1627157,24.942207500000002,361.0,"9,1%",75.0,"25,8%",5.0
Arkkitehtitoimisto Arkkitekta Oy,Puolalankatu 9,20100,Turku,60.45314615,22.26115353140618,15.0,"-6,3%",7.0,"47,1%",0.0
Arkkitehtitoimisto Arkkon Olli Nurminen Ky,Tervalankatu 4 A 32,40500,Jyväskylä,0.0,0.0,,,,,
Arkkitehtitoimisto Arktiimi Oy,Kiilakiventie 1,90250,Oulu,64.9849929,25.514497199999997,82.0,"-1,2%",10.0,"14,6%",1.0
Arkkitehtitoimisto Arkviiri Oy,Mariankatu 14 B 12,15110,Lahti,0.0,0.0,,,,,
Arkkitehtitoimisto Arponen Ky,Eteläpuisto 11 C 73,28100,Pori,0.0,0.0,,,,,
Arkkitehtitoimisto Art Michael Oy,Savontie 5,76100,Pieksämäki,62.3008852,27.15758559927577,251.0,"-38,9%",-30.0,"-10,4%",3.0
Arkkitehtitoimisto Arte,Kelohongankatu,33820,Tampere,61.4620063,23.8291452,,,,,
Arkkitehtitoimisto Atm-Studio Oy,Hillapolku 6 C 20,96500,Rovaniemi,0.0,0.0,,,,,
Arkkitehtitoimisto Avaruus,Pursimiehenkatu 3,00150,Helsinki,60.1606554,24.9411403,215.0,"-26,6%",43.0,"21,7%",1.0
Arkkitehtitoimisto Axoi Oy,Kuninkaankatu 40 A 15,33200,Tampere,0.0,0.0,,,,,
Arkkitehtitoimisto Björkman Calle/Arkitektbyrå Björkman Calle,Ehrensvärdsvägen 4-6 C,00150,Helsingfors,60.1576066,24.936383499999998,,,,,
Arkkitehtitoimisto Bror Söderman Oy,Itäranta 7,02110,Espoo,60.1750754,24.82445886643086,,,-31.0,-400%,
Arkkitehtitoimisto Bäckman & Dunseath Oy,Kyrkoesplanaden 20 D 1,65100,Vasa,56.743888399999996,15.9165013,,,,,
Arkkitehtitoimisto C & Co Oy,Linnankatu 3 A,20100,Turku,61.492861700000006,23.8584115,45.0,"-33,8%",-11.0,"-24,4%",1.0
Arkkitehtitoimisto CJN Oy,Keilaniementie 1,02150,Espoo,60.17505309999999,24.831067945692617,1859.0,"1,5%",104.0,"17,4%",14.0
Arkkitehtitoimisto Creative Turku,Halisojantie 3,21270,Nousiainen,60.5968392,22.1538957,,,,,
Arkkitehtitoimisto DPI Arkkitehdit,Mäkeläntie 9,14200,Turenki,60.47526729999999,26.87345042151329,,,,,
Arkkitehtitoimisto Design Team Oy,Pohjoinen Hesperiankatu 7,00260,Helsinki,60.1777466,24.926972699999997,452.0,"-8,7%",33.0,"9,1%",
Arkkitehtitoimisto ERAT Oy,Porintie 1 lh. 1,00350,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto ETT,Vuorimiehenkatu 35 C 13,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Eero Korhonen Oy,Leikosaarentie 11,00980,Helsinki,60.202367599999995,25.14052263990428,,,,,
Arkkitehtitoimisto Eero Lahti Oy,Tampellan Esplanadi 6 D 4,33100,Tampere,0.0,0.0,,,,,
Arkkitehtitoimisto Eeva Hakola,Kuikankatu 51,33100,Tampere,61.488912,23.800962,,,,,
Arkkitehtitoimisto Eeva Valla Ky,Lyökkikuja 1 B,02160,Espoo,60.16260129999999,24.8069435,,,,,
Arkkitehtitoimisto Eija Teivas,Valkamankatu 9,37100,Nokia,61.443611499999996,23.760469399999998,,,,,
Arkkitehtitoimisto Elina Ipatti Oy,Jokiniementie 4 A,00650,Helsinki,62.3684371,26.3812618,,,1.0,,1.0
Arkkitehtitoimisto Elo,Kartanontie 28,27100,Eurajoki,60.195437600000005,24.8793035,,,,,
Arkkitehtitoimisto Erholtz Markku,Ramsiontie 2,02380,Espoo,60.11301140000001,24.69803010618727,,,,,
Arkkitehtitoimisto Erkki Salmi Oy,Hämeenkatu 22,20500,Turku,60.56653085,27.2275601,,,19.0,,
Arkkitehtitoimisto Esa Laaksonen Oy,Takaniityntie 12,00780,Helsinki,60.5309618,21.836607,10.0,"-16,7%",-5.0,-40%,
Arkkitehtitoimisto Esa Ojanlatva Ky,Sepänkuja 8,86600,Haapavesi,60.478846700000005,22.200507878761066,,,,,
Arkkitehtitoimisto Esa Piirainen Oy,Niskakatu 18 B,80100,Joensuu,62.6043239,29.754946,232.0,"-4,9%",4.0,"2,2%",4.0
Arkkitehtitoimisto Esko Miettinen,Museokatu 25 C 37,00100,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Esko Ryhänen Oy,Ylä-Fallin kuja 10,00690,Helsinki,60.26432405,24.950077299823114,46.0,"-30,3%",-9.0,"-19,6%",2.0
Arkkitehtitoimisto Ettala Palomeras Oy,Solvikinkatu 10 B,00990,Helsinki,60.2020314,25.1528622,,,,,
Arkkitehtitoimisto Filipsson Rune,Bredantie 64,02700,Kauniainen,60.207948800000004,24.6978356,10.0,,8.0,80%,
Arkkitehtitoimisto Fogel-Michael Oy,Jokimaantie 26 C,05510,Hyvinkää,60.33196949999999,24.759162600000003,,,-2.0,,3.0
Arkkitehtitoimisto Forma-Futura Oy,Vihertie 44 A,01620,Vantaa,62.85610500000001,27.154125099999998,133.0,"195,6%",297.0,"-117,3%",1.0
Arkkitehtitoimisto Frank Oy,Ruusulankatu 3,00260,Helsinki,60.181647899999994,24.925435600000004,62.0,,-1.0,"-1,6%",
Arkkitehtitoimisto Freese Oy,Väinämöisenkatu 29 A 14,00100,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Gerd Hytönen,Koulukatu 7,65100,Vaasa,62.594839799999995,29.7504027,,,-7.0,,0.0
Arkkitehtitoimisto H-P Arkkitehdit Oy,Jyrhämänranta 7-9 B,96100,Rovaniemi,66.4951831,25.7341398,22.0,"-35,3%",-11.0,-18%,0.0
Arkkitehtitoimisto HML Oy,Kasarmintie 11 A,90130,Oulu,65.0165157,25.5296783,607.0,"-2,4%",20.0,"3,9%",
Arkkitehtitoimisto HP Partners Oy,Taavetti Laitisen katu 9 A 9,00300,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Hanna Lyytinen Oy,Hämeenkatu 13b,33100,Tampere,61.49790279999999,23.7631422,447.0,"-12,5%",96.0,"27,1%",
Arkkitehtitoimisto Hanna Routa,Jääskeläntie 8,02660,Espoo,60.2408842,24.8154193,,,,,
Arkkitehtitoimisto Hannes Häkkinen Oy,Vanha Hämeenkyläntie 25 A,00390,Helsinki,60.2503434,24.833273100000003,,,,,
Arkkitehtitoimisto Hannu Hiltula,Nuottatie 1,93600,Kuusamo,60.1476011,24.74107652956515,38.0,"-34,5%",-2.0,"-5,3%",
Arkkitehtitoimisto Hannu Puurunen Oy,Kangaslahdentie 6,73100,Lapinlahti,62.2962813,28.9919703,,,-10.0,,
Arkkitehtitoimisto Hannula & Salonen Ky,Pyörörinne 3b,00830,Helsinki,60.1882269,25.060219600000003,,,,,
Arkkitehtitoimisto Harri Hagan,Pursimiehenkatu 29 D 410,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Harris ja Kjisik Oy,Fredrikinkatu 34 A 14,00100,Helsinki,0.0,0.0,1887.0,"-11,3%",3.0,"0,3%",
Arkkitehtitoimisto Heikki Viiri Oy,Fredrikinkatu 47 A 6,00100,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Heikkilä & Kauppinen Oy,Franzeninkatu 10 A 20,00500,Helsinki,60.186184600000004,24.9574488,35.0,"1066,7%",30.0,"55,6%",2.0
Arkkitehtitoimisto Helamaa & Heiskanen Oy,Häkiläpolku 3,33100,Tampere,61.502922,23.763617,2413.0,"-22,7%",148.0,"7,5%",32.0
Arkkitehtitoimisto Helena Hirviniemi,Rautiontie 11,90660,Oulu,60.2325198,24.9658223,,,,,
Arkkitehtitoimisto Helena Väisänen,Jokipolventie 15,37130,Nokia,61.5537978,24.079912,,,,,
Arkkitehtitoimisto Hellen Pentti,Kouvolankatu 30 B 11,45100,Kouvola,0.0,0.0,,,,,
Arkkitehtitoimisto Hilkka Maija Antila Ky,Kauppakatu 1,62100,Lapua,62.704703599999995,25.2613553,,,,,
Arkkitehtitoimisto Hirvilammi Oy,Honkakuja 16,60100,Seinäjoki,60.45701825,22.312766749999994,84.0,"86,7%",5.0,"16,7%",1.0
Arkkitehtitoimisto Hormia Oy,Kadetintie 12,00330,Helsinki,60.1961115,24.880214600000002,334.0,"-4,3%",11.0,"3,3%",8.0
